split,epoch,class_idx,committee_idx,sample_idx_in_batch,ridge_mode,support_mode,prototype_aggregation,mean_trace,condition_number,effective_ridge,weight_norm
train,1,0,-1,30,trace_adaptive,same_only,pooled,0.00041890685679391026,1500794.0,4.1890684769896325e-06,9.471463203430176
train,1,0,-1,31,trace_adaptive,same_only,pooled,0.00042153213871642947,1586335.5,4.215321496303659e-06,9.471453666687012
train,1,1,-1,0,trace_adaptive,same_only,pooled,0.0004640527185983956,1810170.0,4.640527095034486e-06,8.318778038024902
train,1,1,-1,1,trace_adaptive,same_only,pooled,0.00046819966519251466,2206647.75,4.681996415456524e-06,8.318540573120117
train,1,1,-1,2,trace_adaptive,same_only,pooled,0.0004663611180149019,1993220.875,4.663610980060184e-06,8.31871223449707
train,1,1,-1,3,trace_adaptive,same_only,pooled,0.00046617042971774936,2002357.875,4.6617042244179174e-06,8.318683624267578
train,1,1,-1,4,trace_adaptive,same_only,pooled,0.0004647848254535347,2019397.5,4.647848072636407e-06,8.318609237670898
train,1,1,-1,5,trace_adaptive,same_only,pooled,0.00045580806909129024,2031665.875,4.558080490824068e-06,8.318764686584473
train,1,1,-1,6,trace_adaptive,same_only,pooled,0.00044305494520813227,2634639.25,4.430549324752064e-06,8.318063735961914
train,1,1,-1,7,trace_adaptive,same_only,pooled,0.0004685506282839924,2077229.0,4.685506155510666e-06,8.318658828735352
train,1,1,-1,8,trace_adaptive,same_only,pooled,0.0004625402798410505,1758518.5,4.625402652891353e-06,8.318801879882812
train,1,1,-1,9,trace_adaptive,same_only,pooled,0.0004679131379816681,2023430.125,4.6791310523985885e-06,8.318676948547363
train,1,1,-1,10,trace_adaptive,same_only,pooled,0.0004709422355517745,2292368.5,4.709422228188487e-06,8.318571090698242
train,1,1,-1,11,trace_adaptive,same_only,pooled,0.00046202150406315923,1755949.25,4.62021489511244e-06,8.318804740905762
train,1,1,-1,12,trace_adaptive,same_only,pooled,0.0004685032181441784,2134582.25,4.685031854023691e-06,8.318653106689453
train,1,1,-1,13,trace_adaptive,same_only,pooled,0.0004644170112442225,1939576.125,4.644170076062437e-06,8.318697929382324
train,1,1,-1,14,trace_adaptive,same_only,pooled,0.00046546265366487205,1951023.75,4.6546265366487205e-06,8.318723678588867
train,1,1,-1,15,trace_adaptive,same_only,pooled,0.00046612488222308457,2029309.0,4.661248567572329e-06,8.318669319152832
train,1,1,-1,16,trace_adaptive,same_only,pooled,0.0004657430690713227,1919399.75,4.6574305088142864e-06,8.318742752075195
train,1,1,-1,17,trace_adaptive,same_only,pooled,0.00046620515058748424,1901322.75,4.662051196646644e-06,8.318711280822754
train,1,1,-1,18,trace_adaptive,same_only,pooled,0.0004657423705793917,1957292.25,4.657423687604023e-06,8.318718910217285
train,1,1,-1,19,trace_adaptive,same_only,pooled,0.0004672026843763888,2009682.75,4.672026534535689e-06,8.318702697753906
train,1,1,-1,20,trace_adaptive,same_only,pooled,0.0004627323360182345,1769960.5,4.627323050954146e-06,8.318791389465332
train,1,1,-1,21,trace_adaptive,same_only,pooled,0.0004597377555910498,1878514.5,4.597377483150922e-06,8.318754196166992
train,1,1,-1,22,trace_adaptive,same_only,pooled,0.00044713306124322116,2465575.75,4.471330612432212e-06,8.318509101867676
train,1,1,-1,23,trace_adaptive,same_only,pooled,0.0004660786653403193,2040678.875,4.6607865442638285e-06,8.318628311157227
train,1,1,-1,24,trace_adaptive,same_only,pooled,0.0004647035675588995,1823026.375,4.647035439120373e-06,8.318766593933105
